flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL9526,British Airways,LAX,PEK,2025-04-17 13:59:00,On Time,0,N/A,Fog
FL8922,Turkish Airlines,FRA,ATL,2025-04-17 20:02:00,On Time,0,N/A,Storm
FL8399,British Airways,ATL,HND,2025-04-17 17:23:00,On Time,0,N/A,Snow
FL1123,Singapore Airlines,FRA,SFO,2025-04-17 13:27:00,Delayed,153,Weather,Snow
FL9776,British Airways,SFO,LHR,2025-04-17 05:39:00,Delayed,69,Air Traffic Congestion,Fog
FL1223,Air France,ICN,FRA,2025-04-17 13:20:00,On Time,0,N/A,Rain
FL4265,Delta,HND,CDG,2025-04-17 17:22:00,On Time,0,N/A,Fog
FL4171,Qatar Airways,LAX,ICN,2025-04-17 06:12:00,On Time,0,N/A,Windy
FL1057,British Airways,SYD,DXB,2025-04-17 01:36:00,Delayed,29,Crew Shortage,Snow
FL7111,United,YYZ,ORD,2025-04-17 18:34:00,On Time,0,N/A,Rain
FL9274,British Airways,HND,ICN,2025-04-17 04:16:00,On Time,0,N/A,Clear
FL9599,Air France,SIN,FRA,2025-04-17 10:22:00,On Time,0,N/A,Rain
FL5880,Qatar Airways,LAX,SIN,2025-04-17 02:50:00,Delayed,186,Technical Issue,Fog
FL8438,United,SIN,SFO,2025-04-17 04:17:00,Delayed,249,Air Traffic Congestion,Storm
FL4219,Delta,YYZ,LAX,2025-04-17 06:10:00,On Time,0,N/A,Clear
FL4746,Lufthansa,SYD,AMS,2025-04-17 14:45:00,On Time,0,N/A,Fog
FL9025,Singapore Airlines,SYD,DXB,2025-04-17 23:54:00,Delayed,147,Security Issue,Storm
FL8392,Air France,LAX,AMS,2025-04-17 02:45:00,On Time,0,N/A,Clear
FL6916,Turkish Airlines,DXB,SIN,2025-04-17 23:28:00,On Time,0,N/A,Windy
FL1920,Air France,LHR,FRA,2025-04-17 00:12:00,Canceled,0,N/A,Snow
FL1731,Qatar Airways,ATL,ORD,2025-04-17 03:27:00,Delayed,293,Security Issue,Snow
FL7059,Lufthansa,HND,CDG,2025-04-17 17:41:00,Delayed,181,Technical Issue,Storm
FL4243,Lufthansa,SFO,PEK,2025-04-17 03:47:00,On Time,0,N/A,Rain
FL5468,Air France,JFK,YYZ,2025-04-17 03:37:00,On Time,0,N/A,Clear
FL3088,Turkish Airlines,LHR,SIN,2025-04-17 12:53:00,On Time,0,N/A,Rain
FL1068,Delta,SYD,CDG,2025-04-17 03:34:00,On Time,0,N/A,Windy
FL2791,Lufthansa,FRA,AMS,2025-04-17 07:31:00,On Time,0,N/A,Snow
FL4472,Emirates,AMS,YYZ,2025-04-17 03:39:00,Delayed,94,Technical Issue,Storm
FL9489,United,DXB,SIN,2025-04-17 14:40:00,Delayed,165,Crew Shortage,Snow
FL7454,Emirates,ATL,HND,2025-04-17 04:05:00,Delayed,150,Air Traffic Congestion,Snow
FL4220,Delta,FRA,SFO,2025-04-17 19:36:00,Canceled,0,N/A,Clear
FL5341,British Airways,AMS,ICN,2025-04-17 05:54:00,Delayed,212,Weather,Fog
FL2541,Qatar Airways,ATL,HND,2025-04-17 13:11:00,On Time,0,N/A,Windy
FL9384,United,ATL,JFK,2025-04-17 17:56:00,On Time,0,N/A,Snow
FL4790,Lufthansa,SIN,LAX,2025-04-17 16:47:00,On Time,0,N/A,Fog
FL5559,Air France,CDG,DXB,2025-04-17 18:51:00,On Time,0,N/A,Windy
FL7435,Lufthansa,SIN,CDG,2025-04-17 06:35:00,On Time,0,N/A,Rain
FL4321,Emirates,PEK,ORD,2025-04-17 04:47:00,Canceled,0,N/A,Fog
FL6186,United,PEK,SIN,2025-04-17 01:52:00,Delayed,102,Technical Issue,Snow
FL4877,British Airways,ICN,LHR,2025-04-18 06:19:00,On Time,0,N/A,Snow
FL3479,Emirates,CDG,PEK,2025-04-18 18:37:00,On Time,0,N/A,Storm
FL3238,Singapore Airlines,LHR,HND,2025-04-18 02:25:00,On Time,0,N/A,Storm
FL4974,Emirates,FRA,DXB,2025-04-18 04:19:00,On Time,0,N/A,Windy
FL7574,Air France,AMS,SIN,2025-04-18 15:52:00,On Time,0,N/A,Windy
FL8838,United,HND,CDG,2025-04-18 22:32:00,On Time,0,N/A,Windy
FL9839,Air France,SYD,JFK,2025-04-18 14:02:00,On Time,0,N/A,Rain
FL8114,Qatar Airways,CDG,ORD,2025-04-18 06:30:00,On Time,0,N/A,Fog
FL4628,British Airways,SIN,SYD,2025-04-18 06:29:00,On Time,0,N/A,Storm
FL5815,Qatar Airways,CDG,ORD,2025-04-18 07:51:00,On Time,0,N/A,Windy
FL5239,British Airways,SIN,SYD,2025-04-18 23:37:00,On Time,0,N/A,Snow
FL9900,Delta,JFK,PEK,2025-04-18 04:30:00,On Time,0,N/A,Snow
FL9197,Delta,SIN,YYZ,2025-04-18 00:26:00,On Time,0,N/A,Fog
FL1442,United,PEK,DXB,2025-04-18 10:38:00,Canceled,0,N/A,Clear
FL5096,Singapore Airlines,YYZ,PEK,2025-04-18 19:11:00,Delayed,193,Air Traffic Congestion,Fog
FL6570,Delta,LAX,CDG,2025-04-18 00:43:00,On Time,0,N/A,Windy
FL7533,Turkish Airlines,SYD,LAX,2025-04-18 18:22:00,On Time,0,N/A,Snow
FL2246,Qatar Airways,ICN,PEK,2025-04-18 22:38:00,On Time,0,N/A,Clear
FL3004,Delta,DXB,LAX,2025-04-18 18:56:00,On Time,0,N/A,Storm
FL8417,Lufthansa,SFO,ICN,2025-04-18 03:04:00,Delayed,58,Crew Shortage,Fog
FL9691,Delta,SIN,ICN,2025-04-18 16:02:00,On Time,0,N/A,Windy
FL3539,Lufthansa,SIN,DXB,2025-04-18 12:45:00,Delayed,192,Technical Issue,Storm
FL4226,Singapore Airlines,LHR,AMS,2025-04-18 19:07:00,Delayed,142,Late Arrival of Aircraft,Fog
FL9746,Air France,YYZ,PEK,2025-04-18 05:16:00,On Time,0,N/A,Fog
FL9596,Emirates,SYD,AMS,2025-04-18 12:29:00,On Time,0,N/A,Windy
FL4227,Delta,PEK,FRA,2025-04-18 00:33:00,On Time,0,N/A,Clear
FL4581,Qatar Airways,PEK,JFK,2025-04-18 12:21:00,On Time,0,N/A,Rain
FL3470,Delta,CDG,LAX,2025-04-18 05:16:00,Delayed,225,Weather,Storm
FL5473,American Airlines,ATL,YYZ,2025-04-18 21:03:00,On Time,0,N/A,Snow
FL7737,Turkish Airlines,SYD,CDG,2025-04-18 02:58:00,On Time,0,N/A,Clear
FL2206,United,ATL,SFO,2025-04-18 20:28:00,Delayed,194,Weather,Storm
FL4001,Air France,ICN,LAX,2025-04-18 13:23:00,On Time,0,N/A,Windy
FL1711,Emirates,ORD,LHR,2025-04-18 02:21:00,On Time,0,N/A,Rain
FL2862,British Airways,CDG,FRA,2025-04-18 03:31:00,Delayed,14,Technical Issue,Snow
FL3837,Emirates,LAX,SYD,2025-04-18 00:03:00,Canceled,0,N/A,Storm
FL2166,British Airways,ORD,SYD,2025-04-18 00:20:00,On Time,0,N/A,Storm
FL8194,Air France,YYZ,ICN,2025-04-18 18:42:00,On Time,0,N/A,Storm
FL3683,Singapore Airlines,DXB,JFK,2025-04-18 01:44:00,On Time,0,N/A,Storm
FL8421,Turkish Airlines,LHR,DXB,2025-04-18 00:30:00,On Time,0,N/A,Windy
FL3153,Air France,SFO,LHR,2025-04-18 10:43:00,Delayed,12,Security Issue,Storm
FL1320,American Airlines,YYZ,DXB,2025-04-18 12:04:00,Delayed,129,Weather,Fog
FL4740,Lufthansa,PEK,SYD,2025-04-18 04:48:00,On Time,0,N/A,Windy
FL4211,British Airways,AMS,SFO,2025-04-18 03:33:00,On Time,0,N/A,Rain
FL1589,Lufthansa,FRA,ATL,2025-04-18 04:23:00,On Time,0,N/A,Rain
FL5673,United,HND,YYZ,2025-04-18 08:30:00,On Time,0,N/A,Snow
FL2395,United,ORD,SYD,2025-04-18 09:04:00,On Time,0,N/A,Snow
FL7927,Singapore Airlines,ATL,YYZ,2025-04-18 13:31:00,On Time,0,N/A,Storm
FL9673,American Airlines,SFO,CDG,2025-04-18 09:21:00,Delayed,69,Air Traffic Congestion,Fog
FL3051,Singapore Airlines,FRA,SIN,2025-04-18 12:16:00,On Time,0,N/A,Windy
FL9847,Turkish Airlines,YYZ,ATL,2025-04-18 00:27:00,On Time,0,N/A,Rain
FL1525,Qatar Airways,ICN,SIN,2025-04-18 17:23:00,On Time,0,N/A,Clear
FL6310,Qatar Airways,FRA,LHR,2025-04-18 20:55:00,Delayed,231,Crew Shortage,Fog
FL5429,Qatar Airways,LHR,SIN,2025-04-18 01:30:00,On Time,0,N/A,Rain
FL8750,Delta,ATL,LHR,2025-04-18 22:51:00,Canceled,0,N/A,Windy
FL4187,Turkish Airlines,LAX,HND,2025-04-18 12:56:00,On Time,0,N/A,Snow
FL6456,American Airlines,ATL,CDG,2025-04-18 06:14:00,On Time,0,N/A,Snow
FL9536,Turkish Airlines,SYD,CDG,2025-04-18 20:51:00,On Time,0,N/A,Rain
FL7794,Air France,YYZ,DXB,2025-04-18 00:34:00,On Time,0,N/A,Windy
FL3001,Qatar Airways,HND,DXB,2025-04-18 09:33:00,Delayed,146,Crew Shortage,Snow
FL6237,Emirates,SIN,ICN,2025-04-18 06:13:00,On Time,0,N/A,Storm
FL9183,Turkish Airlines,SIN,YYZ,2025-04-18 00:24:00,On Time,0,N/A,Clear
FL9930,Singapore Airlines,ATL,JFK,2025-04-18 22:37:00,Delayed,262,Security Issue,Storm
FL6330,Lufthansa,LHR,ORD,2025-04-18 06:21:00,On Time,0,N/A,Clear
FL3114,Turkish Airlines,PEK,LAX,2025-04-18 19:57:00,Delayed,159,Air Traffic Congestion,Snow
FL9844,Air France,LHR,JFK,2025-04-18 16:02:00,On Time,0,N/A,Snow
FL5265,American Airlines,SYD,CDG,2025-04-18 06:01:00,On Time,0,N/A,Snow
FL3466,Lufthansa,CDG,SFO,2025-04-18 04:18:00,Delayed,73,Technical Issue,Fog
FL1094,Delta,FRA,PEK,2025-04-18 03:16:00,On Time,0,N/A,Windy
FL7939,Air France,HND,SFO,2025-04-18 01:24:00,On Time,0,N/A,Windy
FL1790,British Airways,SFO,ORD,2025-04-18 23:04:00,On Time,0,N/A,Snow
FL2682,Turkish Airlines,LAX,SFO,2025-04-18 16:59:00,On Time,0,N/A,Snow
FL9398,British Airways,ORD,FRA,2025-04-18 20:41:00,On Time,0,N/A,Storm
FL4363,Singapore Airlines,FRA,ICN,2025-04-18 07:53:00,Delayed,71,Security Issue,Snow
FL6985,United,JFK,FRA,2025-04-18 15:28:00,Delayed,274,Weather,Snow
FL8755,Turkish Airlines,YYZ,AMS,2025-04-18 08:52:00,On Time,0,N/A,Fog
FL4198,Qatar Airways,SIN,LAX,2025-04-18 09:32:00,On Time,0,N/A,Clear
FL4688,American Airlines,LAX,PEK,2025-04-18 09:24:00,On Time,0,N/A,Fog
FL6532,Air France,YYZ,JFK,2025-04-18 22:17:00,On Time,0,N/A,Fog
FL1416,American Airlines,ICN,SIN,2025-04-18 07:34:00,Delayed,234,Security Issue,Fog
FL4600,Lufthansa,YYZ,HND,2025-04-18 22:53:00,Delayed,108,Technical Issue,Fog
FL9204,American Airlines,ATL,JFK,2025-04-18 04:50:00,Delayed,93,Weather,Storm
FL8806,United,LAX,ORD,2025-04-18 19:11:00,Delayed,133,Weather,Fog
FL2687,Emirates,CDG,LHR,2025-04-18 00:26:00,On Time,0,N/A,Fog
FL8095,Singapore Airlines,ORD,CDG,2025-04-18 13:34:00,On Time,0,N/A,Clear
FL6162,Turkish Airlines,PEK,LAX,2025-04-18 18:37:00,Delayed,251,Technical Issue,Snow
FL2953,United,ICN,HND,2025-04-18 15:15:00,On Time,0,N/A,Rain
FL3324,Delta,FRA,SFO,2025-04-18 19:46:00,Delayed,203,Air Traffic Congestion,Storm
FL8249,British Airways,AMS,PEK,2025-04-18 00:28:00,Delayed,123,Technical Issue,Snow
FL2844,Singapore Airlines,YYZ,DXB,2025-04-18 02:06:00,On Time,0,N/A,Windy
FL9449,Turkish Airlines,PEK,SFO,2025-04-18 19:40:00,Delayed,193,Weather,Storm
FL6753,American Airlines,DXB,SYD,2025-04-18 04:42:00,Delayed,251,Late Arrival of Aircraft,Fog
FL2483,Air France,HND,LHR,2025-04-18 23:51:00,On Time,0,N/A,Snow
FL4774,Emirates,ATL,SYD,2025-04-18 15:25:00,On Time,0,N/A,Clear
FL9802,Emirates,HND,JFK,2025-04-18 12:49:00,On Time,0,N/A,Snow
FL7665,United,PEK,ORD,2025-04-18 19:08:00,Delayed,250,Weather,Snow
FL4881,British Airways,AMS,SYD,2025-04-18 00:59:00,On Time,0,N/A,Rain
FL5786,British Airways,HND,JFK,2025-04-18 20:02:00,On Time,0,N/A,Snow
FL6744,American Airlines,PEK,DXB,2025-04-18 10:05:00,On Time,0,N/A,Windy
FL4982,Singapore Airlines,LHR,LAX,2025-04-18 05:49:00,On Time,0,N/A,Clear
FL7785,Turkish Airlines,SFO,ATL,2025-04-18 11:34:00,On Time,0,N/A,Rain
FL7098,Delta,ORD,SYD,2025-04-18 13:12:00,On Time,0,N/A,Rain
FL8646,Air France,HND,YYZ,2025-04-18 14:30:00,On Time,0,N/A,Snow
FL7106,Singapore Airlines,LHR,HND,2025-04-18 11:52:00,On Time,0,N/A,Storm
FL8488,Delta,JFK,LAX,2025-04-18 14:25:00,On Time,0,N/A,Storm
FL9223,Emirates,DXB,PEK,2025-04-18 11:39:00,On Time,0,N/A,Storm
FL3280,Lufthansa,SIN,PEK,2025-04-18 03:40:00,On Time,0,N/A,Windy
FL9592,United,ORD,ATL,2025-04-18 12:50:00,On Time,0,N/A,Clear
FL1218,Turkish Airlines,AMS,ATL,2025-04-18 14:44:00,On Time,0,N/A,Snow
FL7184,Lufthansa,LHR,JFK,2025-04-18 15:56:00,On Time,0,N/A,Rain
FL8903,Turkish Airlines,SYD,AMS,2025-04-18 21:46:00,Delayed,189,Late Arrival of Aircraft,Snow
FL6284,Turkish Airlines,YYZ,LAX,2025-04-18 13:26:00,Delayed,248,Weather,Snow
FL3646,British Airways,AMS,LAX,2025-04-18 09:41:00,On Time,0,N/A,Clear
FL4576,Lufthansa,HND,AMS,2025-04-18 09:42:00,On Time,0,N/A,Rain
FL4282,Air France,HND,ICN,2025-04-18 11:15:00,On Time,0,N/A,Storm
FL9102,Emirates,JFK,YYZ,2025-04-18 08:47:00,Canceled,0,N/A,Windy
FL1384,Turkish Airlines,PEK,SFO,2025-04-18 08:16:00,Delayed,299,Late Arrival of Aircraft,Snow
FL9898,British Airways,DXB,LHR,2025-04-18 14:13:00,On Time,0,N/A,Snow
FL6483,United,YYZ,ATL,2025-04-18 06:50:00,Canceled,0,N/A,Clear
FL1169,Delta,LHR,PEK,2025-04-18 18:18:00,On Time,0,N/A,Storm
FL1924,Delta,AMS,LAX,2025-04-18 13:33:00,On Time,0,N/A,Windy
FL8026,American Airlines,DXB,ORD,2025-04-19 09:15:00,On Time,0,N/A,Clear
FL1509,Delta,SYD,LAX,2025-04-19 18:45:00,Delayed,106,Late Arrival of Aircraft,Storm
FL8847,Delta,SYD,AMS,2025-04-19 19:52:00,On Time,0,N/A,Snow
FL5181,United,SYD,ICN,2025-04-19 01:33:00,On Time,0,N/A,Rain
FL2000,Air France,CDG,FRA,2025-04-19 04:38:00,On Time,0,N/A,Clear
FL7490,Emirates,PEK,ORD,2025-04-19 23:29:00,On Time,0,N/A,Snow
FL4586,Air France,SYD,FRA,2025-04-19 03:20:00,On Time,0,N/A,Fog
FL1515,Qatar Airways,ATL,PEK,2025-04-19 00:11:00,On Time,0,N/A,Clear
FL6541,United,LHR,ICN,2025-04-19 19:45:00,On Time,0,N/A,Snow
FL8881,United,FRA,SIN,2025-04-19 08:04:00,Delayed,138,Crew Shortage,Storm
FL2314,Emirates,SFO,AMS,2025-04-19 00:37:00,On Time,0,N/A,Storm
FL8285,United,PEK,AMS,2025-04-19 22:15:00,On Time,0,N/A,Rain
FL5616,Air France,YYZ,LAX,2025-04-19 10:06:00,On Time,0,N/A,Rain
FL1615,Air France,JFK,DXB,2025-04-19 22:14:00,On Time,0,N/A,Snow
FL5228,British Airways,PEK,HND,2025-04-19 23:23:00,On Time,0,N/A,Fog
FL7707,Singapore Airlines,ATL,ORD,2025-04-19 02:49:00,Delayed,126,Late Arrival of Aircraft,Snow
FL8797,Delta,JFK,LAX,2025-04-19 13:01:00,On Time,0,N/A,Snow
FL6797,Turkish Airlines,ICN,SYD,2025-04-19 13:16:00,On Time,0,N/A,Rain
FL1190,Singapore Airlines,ORD,LAX,2025-04-19 05:16:00,On Time,0,N/A,Rain
FL9905,Qatar Airways,SIN,HND,2025-04-19 18:33:00,On Time,0,N/A,Storm
FL2117,American Airlines,AMS,DXB,2025-04-19 23:25:00,Delayed,93,Air Traffic Congestion,Snow
FL9167,Singapore Airlines,JFK,YYZ,2025-04-19 11:48:00,On Time,0,N/A,Storm
FL6956,Air France,CDG,FRA,2025-04-19 12:32:00,On Time,0,N/A,Storm
FL8015,Delta,DXB,CDG,2025-04-19 19:45:00,On Time,0,N/A,Fog
FL4159,Singapore Airlines,ORD,FRA,2025-04-19 22:09:00,Delayed,115,Technical Issue,Fog
FL8097,Delta,LAX,SFO,2025-04-19 04:11:00,On Time,0,N/A,Windy
FL2113,Air France,SFO,AMS,2025-04-19 20:22:00,On Time,0,N/A,Snow
FL5710,Qatar Airways,SIN,JFK,2025-04-19 19:24:00,On Time,0,N/A,Clear
FL5115,Singapore Airlines,CDG,SYD,2025-04-19 02:13:00,On Time,0,N/A,Rain
FL1430,Singapore Airlines,ICN,HND,2025-04-19 09:52:00,Canceled,0,N/A,Windy
FL5056,Lufthansa,SYD,LHR,2025-04-19 17:27:00,Delayed,276,Security Issue,Snow
FL3007,Turkish Airlines,SIN,ICN,2025-04-19 00:59:00,Delayed,163,Air Traffic Congestion,Snow
FL2470,Singapore Airlines,HND,PEK,2025-04-19 16:32:00,Delayed,184,Security Issue,Snow
FL3793,Delta,SYD,ORD,2025-04-19 22:02:00,Delayed,122,Technical Issue,Snow
FL5802,United,CDG,SFO,2025-04-19 03:31:00,Delayed,281,Crew Shortage,Storm
FL8156,Lufthansa,SIN,ICN,2025-04-19 17:22:00,On Time,0,N/A,Windy
FL9922,United,LAX,CDG,2025-04-19 21:45:00,On Time,0,N/A,Clear
FL5250,Qatar Airways,PEK,CDG,2025-04-19 17:38:00,On Time,0,N/A,Rain
FL4985,Singapore Airlines,LHR,PEK,2025-04-19 04:08:00,On Time,0,N/A,Fog
FL7257,Lufthansa,ATL,ICN,2025-04-19 09:35:00,On Time,0,N/A,Clear
FL8446,Lufthansa,LAX,HND,2025-04-19 23:36:00,On Time,0,N/A,Clear
FL9537,Turkish Airlines,SYD,FRA,2025-04-19 01:42:00,Delayed,5,Technical Issue,Clear
FL8459,United,LHR,YYZ,2025-04-19 02:24:00,On Time,0,N/A,Windy
FL6191,Emirates,ORD,SIN,2025-04-19 13:39:00,On Time,0,N/A,Fog
FL7005,Turkish Airlines,FRA,HND,2025-04-19 05:18:00,Delayed,54,Air Traffic Congestion,Rain
FL6188,Delta,YYZ,FRA,2025-04-19 09:05:00,On Time,0,N/A,Clear
FL3194,Air France,CDG,DXB,2025-04-19 13:28:00,Delayed,28,Air Traffic Congestion,Windy
FL5565,Emirates,PEK,SYD,2025-04-19 20:17:00,Delayed,283,Air Traffic Congestion,Snow
FL5632,Turkish Airlines,SFO,FRA,2025-04-19 01:19:00,On Time,0,N/A,Fog
FL7456,British Airways,SIN,DXB,2025-04-19 21:42:00,Delayed,144,Security Issue,Fog
FL8037,Turkish Airlines,PEK,YYZ,2025-04-19 10:22:00,On Time,0,N/A,Windy
FL5036,Singapore Airlines,ATL,SFO,2025-04-19 08:57:00,On Time,0,N/A,Storm
FL7902,United,ICN,LHR,2025-04-19 16:32:00,On Time,0,N/A,Clear
FL3010,Emirates,PEK,SYD,2025-04-19 10:26:00,On Time,0,N/A,Windy
FL1704,Lufthansa,SFO,ATL,2025-04-19 07:12:00,On Time,0,N/A,Clear
FL5047,United,YYZ,CDG,2025-04-19 17:58:00,On Time,0,N/A,Windy
FL5070,Air France,SYD,AMS,2025-04-19 11:20:00,Delayed,48,Air Traffic Congestion,Snow
FL5289,United,ATL,ICN,2025-04-19 20:57:00,Delayed,232,Technical Issue,Fog
FL8608,British Airways,JFK,FRA,2025-04-19 06:14:00,Delayed,176,Weather,Storm
FL2207,United,ATL,LAX,2025-04-19 08:41:00,Delayed,142,Late Arrival of Aircraft,Snow
FL8288,Lufthansa,SYD,PEK,2025-04-19 09:45:00,On Time,0,N/A,Fog
FL3875,Qatar Airways,ICN,PEK,2025-04-19 16:49:00,On Time,0,N/A,Rain
FL9719,Qatar Airways,LAX,AMS,2025-04-19 13:25:00,Delayed,9,Air Traffic Congestion,Windy
FL1383,Turkish Airlines,PEK,AMS,2025-04-19 00:14:00,On Time,0,N/A,Clear
FL9424,Turkish Airlines,PEK,AMS,2025-04-19 23:09:00,On Time,0,N/A,Rain
FL8667,United,SIN,FRA,2025-04-19 07:53:00,Delayed,124,Late Arrival of Aircraft,Storm
FL8688,Turkish Airlines,DXB,PEK,2025-04-19 13:21:00,On Time,0,N/A,Storm
FL3149,Emirates,JFK,ORD,2025-04-19 09:51:00,On Time,0,N/A,Windy
FL6217,Lufthansa,DXB,LHR,2025-04-19 00:46:00,On Time,0,N/A,Clear
FL5482,American Airlines,LHR,SIN,2025-04-19 17:14:00,Delayed,269,Weather,Storm
FL1737,Emirates,ATL,ORD,2025-04-19 14:55:00,On Time,0,N/A,Fog
FL5834,United,SIN,JFK,2025-04-19 21:00:00,On Time,0,N/A,Clear
FL4068,Delta,HND,PEK,2025-04-19 09:00:00,Delayed,23,Weather,Snow
FL3425,British Airways,SYD,LHR,2025-04-19 19:39:00,On Time,0,N/A,Windy
FL2857,British Airways,CDG,JFK,2025-04-19 22:51:00,On Time,0,N/A,Windy
FL4599,Turkish Airlines,JFK,HND,2025-04-19 07:54:00,On Time,0,N/A,Clear
FL5645,Lufthansa,AMS,LHR,2025-04-19 19:39:00,Canceled,0,N/A,Snow
FL5933,United,LAX,ICN,2025-04-19 21:48:00,On Time,0,N/A,Snow
FL8974,Emirates,AMS,SIN,2025-04-19 13:52:00,On Time,0,N/A,Windy
FL7947,Singapore Airlines,ATL,HND,2025-04-19 06:35:00,Delayed,77,Air Traffic Congestion,Storm
FL2564,Emirates,AMS,ICN,2025-04-19 05:33:00,On Time,0,N/A,Rain
FL7706,Singapore Airlines,DXB,HND,2025-04-19 16:58:00,On Time,0,N/A,Windy
FL2503,British Airways,YYZ,SFO,2025-04-19 22:32:00,On Time,0,N/A,Windy
FL2704,Delta,HND,ICN,2025-04-19 20:15:00,On Time,0,N/A,Fog
FL1385,Turkish Airlines,PEK,LHR,2025-04-19 10:06:00,On Time,0,N/A,Clear
FL6159,Turkish Airlines,ICN,CDG,2025-04-19 09:38:00,On Time,0,N/A,Fog
FL4103,British Airways,SIN,ICN,2025-04-19 12:08:00,On Time,0,N/A,Snow
FL3395,Singapore Airlines,LAX,ORD,2025-04-19 13:58:00,On Time,0,N/A,Storm
FL8942,American Airlines,ATL,SYD,2025-04-19 10:33:00,On Time,0,N/A,Clear
FL8453,Emirates,ATL,ICN,2025-04-19 04:52:00,Delayed,286,Security Issue,Storm
FL2129,Delta,SFO,FRA,2025-04-19 18:06:00,Delayed,82,Air Traffic Congestion,Fog
FL4402,Emirates,AMS,LAX,2025-04-19 12:40:00,Delayed,298,Air Traffic Congestion,Storm
FL5446,Delta,ATL,HND,2025-04-19 00:22:00,On Time,0,N/A,Clear
FL3217,Air France,PEK,FRA,2025-04-19 10:00:00,On Time,0,N/A,Fog
FL7766,Turkish Airlines,SYD,JFK,2025-04-19 01:56:00,On Time,0,N/A,Storm
FL6963,Qatar Airways,JFK,SYD,2025-04-19 11:42:00,Delayed,285,Air Traffic Congestion,Fog
FL6792,Turkish Airlines,SIN,LAX,2025-04-19 16:48:00,Delayed,269,Technical Issue,Fog
FL6943,Singapore Airlines,ICN,LAX,2025-04-19 16:53:00,Delayed,141,Security Issue,Snow
FL3672,United,YYZ,ATL,2025-04-19 18:22:00,On Time,0,N/A,Fog
FL6549,Qatar Airways,YYZ,DXB,2025-04-19 05:01:00,Delayed,107,Technical Issue,Fog
FL7339,Air France,SIN,ORD,2025-04-19 23:28:00,On Time,0,N/A,Storm
FL3578,Turkish Airlines,CDG,DXB,2025-04-19 21:30:00,On Time,0,N/A,Rain
FL7454,British Airways,ICN,FRA,2025-04-19 06:39:00,On Time,0,N/A,Fog
FL4177,United,LAX,JFK,2025-04-19 21:40:00,Canceled,0,N/A,Windy
FL5662,United,YYZ,SFO,2025-04-19 10:34:00,Delayed,292,Weather,Snow
FL8931,Turkish Airlines,FRA,LAX,2025-04-19 09:06:00,Canceled,0,N/A,Rain
FL7057,Qatar Airways,DXB,SFO,2025-04-19 15:05:00,On Time,0,N/A,Fog
FL5497,United,SIN,FRA,2025-04-19 11:05:00,On Time,0,N/A,Fog
FL8830,British Airways,AMS,ICN,2025-04-19 01:57:00,Delayed,89,Late Arrival of Aircraft,Storm
FL7837,Delta,SIN,JFK,2025-04-19 17:00:00,On Time,0,N/A,Snow
FL9122,British Airways,SFO,SYD,2025-04-19 04:33:00,On Time,0,N/A,Snow
FL7550,Air France,YYZ,SIN,2025-04-19 03:35:00,Canceled,0,N/A,Clear
FL9744,Delta,ATL,LAX,2025-04-19 18:11:00,On Time,0,N/A,Windy
FL1503,Emirates,JFK,FRA,2025-04-19 20:15:00,On Time,0,N/A,Fog
FL6411,Singapore Airlines,FRA,AMS,2025-04-19 09:44:00,On Time,0,N/A,Snow
FL9469,United,SFO,YYZ,2025-04-19 20:17:00,On Time,0,N/A,Rain
FL1296,Delta,HND,LAX,2025-04-19 00:51:00,Delayed,83,Weather,Snow
FL4294,Lufthansa,SFO,ICN,2025-04-19 16:38:00,On Time,0,N/A,Rain
FL6845,Emirates,PEK,SYD,2025-04-19 00:49:00,Delayed,208,Weather,Fog
FL7814,Qatar Airways,JFK,SIN,2025-04-19 03:25:00,On Time,0,N/A,Windy
FL9126,American Airlines,HND,JFK,2025-04-20 04:34:00,On Time,0,N/A,Clear
FL8214,Qatar Airways,DXB,HND,2025-04-20 10:29:00,Delayed,172,Weather,Snow
FL3418,American Airlines,DXB,JFK,2025-04-20 19:29:00,On Time,0,N/A,Clear
FL3886,Delta,ORD,SIN,2025-04-20 18:37:00,On Time,0,N/A,Windy
FL4297,American Airlines,SFO,CDG,2025-04-20 19:33:00,On Time,0,N/A,Snow
FL8557,Qatar Airways,LAX,HND,2025-04-20 12:41:00,On Time,0,N/A,Rain
FL2652,American Airlines,AMS,JFK,2025-04-20 17:34:00,On Time,0,N/A,Fog
FL1894,Qatar Airways,LHR,SFO,2025-04-20 20:10:00,On Time,0,N/A,Windy
FL8981,Qatar Airways,LAX,SIN,2025-04-20 22:03:00,On Time,0,N/A,Rain
FL4289,Turkish Airlines,FRA,YYZ,2025-04-20 15:57:00,On Time,0,N/A,Fog
FL9755,Air France,DXB,SFO,2025-04-20 10:32:00,On Time,0,N/A,Windy
FL1053,Singapore Airlines,ORD,AMS,2025-04-20 14:59:00,Delayed,2,Weather,Fog
FL1255,Singapore Airlines,HND,PEK,2025-04-20 14:51:00,On Time,0,N/A,Rain
FL2001,Air France,AMS,YYZ,2025-04-20 08:55:00,On Time,0,N/A,Windy
FL1147,Turkish Airlines,SYD,LAX,2025-04-20 05:15:00,On Time,0,N/A,Rain
FL5601,Singapore Airlines,AMS,SIN,2025-04-20 15:55:00,Canceled,0,N/A,Rain
